ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG112,¿En qué tipo de aplicaciones se suelen usar los actuadores hidráulicos?,En relojes inteligentes,En sistemas de iluminación,En juguetes electrónicos,En grúas o equipos de construcción,Incorrecto. En relojes inteligentes no es la mejor opción para resolver el caso descrito. Revisa las características de en relojes inteligentes y su aplicación práctica.,Incorrecto. En sistemas de iluminación no es la mejor opción para resolver el caso descrito. Revisa las características de en sistemas de iluminación y su aplicación práctica.,Incorrecto. En juguetes electrónicos no es la mejor opción para resolver el caso descrito. Revisa las características de en juguetes electrónicos y su aplicación práctica.,"Correcto. En grúas o equipos de construcción es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID1,AR1C2,No aplica
PREG113,¿Para qué sirve la instrumentación en sistemas mecatrónicos?,Para decorar componentes eléctricos,Para pintar piezas mecánicas,Para limpiar sensores automáticamente,Para medir y controlar variables físicas y mecánicas,Incorrecto. Para decorar componentes eléctricos no es la mejor opción para resolver el caso descrito. Revisa las características de para decorar componentes eléctricos y su aplicación práctica.,Incorrecto. Para pintar piezas mecánicas no es la mejor opción para resolver el caso descrito. Revisa las características de para pintar piezas mecánicas y su aplicación práctica.,Incorrecto. Para limpiar sensores automáticamente no es la mejor opción para resolver el caso descrito. Revisa las características de para limpiar sensores automáticamente y su aplicación práctica.,"Correcto. Para medir y controlar variables físicas y mecánicas es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID3,AR1C2,No aplica
PREG114,¿Cuáles son los tres elementos principales de la instrumentación en sistemas mecatrónicos?,Cables y conectores o motores,Pantallas y luces o alarmas,Interruptores o fusibles y transformadores,Sensores y acondicionamiento de señales o adquisición de datos,Incorrecto. Cables y conectores o motores no es la mejor opción para resolver el caso descrito. Revisa las características de cables y conectores o motores y su aplicación práctica.,Incorrecto. Pantallas y luces o alarmas no es la mejor opción para resolver el caso descrito. Revisa las características de pantallas y luces o alarmas y su aplicación práctica.,Incorrecto. Interruptores o fusibles y transformadores no es la mejor opción para resolver el caso descrito. Revisa las características de interruptores o fusibles y transformadores y su aplicación práctica.,"Correcto. Sensores y acondicionamiento de señales o adquisición de datos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID3,AR1C2,No aplica
PREG115,¿Qué función cumplen los sensores en un sistema mecatrónico?,Enfriar los componentes electrónicos,Generar energía eléctrica,Pintar las superficies mecánicas,Medir variables como temperatura o posición y presión,Incorrecto. Enfriar los componentes electrónicos no es la mejor opción para resolver el caso descrito. Revisa las características de enfriar los componentes electrónicos y su aplicación práctica.,Incorrecto. Generar energía eléctrica no es la mejor opción para resolver el caso descrito. Revisa las características de generar energía eléctrica y su aplicación práctica.,Incorrecto. Pintar las superficies mecánicas no es la mejor opción para resolver el caso descrito. Revisa las características de pintar las superficies mecánicas y su aplicación práctica.,"Correcto. Medir variables como temperatura o posición y presión es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID3,AR1C2,No aplica
PREG116,¿Para qué sirve el acondicionamiento de la señal en instrumentación?,Para convertir señales en imágenes,Para almacenar datos directamente,Para detectar colores en el sistema,Para adaptar y amplificar o filtrar señales captadas por sensores,Incorrecto. Para convertir señales en imágenes no es la mejor opción para resolver el caso descrito. Revisa las características de para convertir señales en imágenes y su aplicación práctica.,Incorrecto. Para almacenar datos directamente no es la mejor opción para resolver el caso descrito. Revisa las características de para almacenar datos directamente y su aplicación práctica.,Incorrecto. Para detectar colores en el sistema no es la mejor opción para resolver el caso descrito. Revisa las características de para detectar colores en el sistema y su aplicación práctica.,"Correcto. Para adaptar y amplificar o filtrar señales captadas por sensores es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID3,AR1C2,No aplica
PREG117,¿Por qué es importante la instrumentación en la mecatrónica?,Porque evita el uso de sensores totalmente,Porque disminuye el uso de energía solar,Porque permite reducir el peso de los robots,Porque integra sensores y acondicionamiento o adquisición en una sola plataforma,Incorrecto. Porque evita el uso de sensores totalmente no es la mejor opción para resolver el caso descrito. Revisa las características de porque evita el uso de sensores totalmente y su aplicación práctica.,Incorrecto. Porque disminuye el uso de energía solar no es la mejor opción para resolver el caso descrito. Revisa las características de porque disminuye el uso de energía solar y su aplicación práctica.,Incorrecto. Porque permite reducir el peso de los robots no es la mejor opción para resolver el caso descrito. Revisa las características de porque permite reducir el peso de los robots y su aplicación práctica.,"Correcto. Porque integra sensores y acondicionamiento o adquisición en una sola plataforma es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID3,AR1C2,No aplica
PREG118,¿En qué lenguajes se suelen programar los sistemas electrónicos?,Excel o Word y PowerPoint,SQL o Ruby y Java,HTML o CSS y JavaScript,Ensamblador o C y C++ o Python,Incorrecto. Excel o Word y PowerPoint no es la mejor opción para resolver el caso descrito. Revisa las características de excel o word y powerpoint y su aplicación práctica.,Incorrecto. SQL o Ruby y Java no es la mejor opción para resolver el caso descrito. Revisa las características de sql o ruby y java y su aplicación práctica.,Incorrecto. HTML o CSS y JavaScript no es la mejor opción para resolver el caso descrito. Revisa las características de html o css y javascript y su aplicación práctica.,"Correcto. Ensamblador o C y C++ o Python es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID4,AR2C2,No aplica
PREG119,¿Qué hacen las estructuras de control en la programación de sistemas electrónicos?,Cambian automáticamente el idioma del sistema,Controlan la batería del microcontrolador,Establecen la hora y fecha,Permiten repetir acciones o tomar decisiones según las entradas,Incorrecto. Cambian automáticamente el idioma del sistema no es la mejor opción para resolver el caso descrito. Revisa las características de cambian automáticamente el idioma del sistema y su aplicación práctica.,Incorrecto. Controlan la batería del microcontrolador no es la mejor opción para resolver el caso descrito. Revisa las características de controlan la batería del microcontrolador y su aplicación práctica.,Incorrecto. Establecen la hora y fecha no es la mejor opción para resolver el caso descrito. Revisa las características de establecen la hora y fecha y su aplicación práctica.,"Correcto. Permiten repetir acciones o tomar decisiones según las entradas es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID4,AR2C2,No aplica
PREG120,¿Qué son los sistemas embebidos?,Sensores usados únicamente en robots,Equipos de sonido inalámbricos,Computadoras para videojuegos,Dispositivos programados para tareas específicas como controlar temperatura,Incorrecto. Sensores usados únicamente en robots no es la mejor opción para resolver el caso descrito. Revisa las características de sensores usados únicamente en robots y su aplicación práctica.,Incorrecto. Equipos de sonido inalámbricos no es la mejor opción para resolver el caso descrito. Revisa las características de equipos de sonido inalámbricos y su aplicación práctica.,Incorrecto. Computadoras para videojuegos no es la mejor opción para resolver el caso descrito. Revisa las características de computadoras para videojuegos y su aplicación práctica.,"Correcto. Dispositivos programados para tareas específicas como controlar temperatura es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID4,AR2C2,No aplica
PREG121,¿Qué aplicación es un ejemplo de sistema embebido?,Un videojuego en línea,El diseño de una página web,Una red social en el celular,El control de temperatura en un electrodoméstico,Incorrecto. Un videojuego en línea no es la mejor opción para resolver el caso descrito. Revisa las características de un videojuego en línea y su aplicación práctica.,Incorrecto. El diseño de una página web no es la mejor opción para resolver el caso descrito. Revisa las características de el diseño de una página web y su aplicación práctica.,Incorrecto. Una red social en el celular no es la mejor opción para resolver el caso descrito. Revisa las características de una red social en el celular y su aplicación práctica.,"Correcto. El control de temperatura en un electrodoméstico es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID4,AR2C2,No aplica
PREG122,¿Cuál es uno de los pasos para programar un sistema electrónico?,Pintar el microcontrolador,Desinstalar el código base,Limpiar las señales digitales,Escribir para luego compilar y cargar el código en el microcontrolador,Incorrecto. Pintar el microcontrolador no es la mejor opción para resolver el caso descrito. Revisa las características de pintar el microcontrolador y su aplicación práctica.,Incorrecto. Desinstalar el código base no es la mejor opción para resolver el caso descrito. Revisa las características de desinstalar el código base y su aplicación práctica.,Incorrecto. Limpiar las señales digitales no es la mejor opción para resolver el caso descrito. Revisa las características de limpiar las señales digitales y su aplicación práctica.,"Correcto. Escribir para luego compilar y cargar el código en el microcontrolador es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID4,AR2C2,No aplica
PREG123,¿Qué hacen los sensores en los sistemas automatizados?,Producen sonido para alarmas,Transmiten datos sin necesidad de energía,Aumentan la velocidad del sistema automáticamente,Detectan cambios y los convierten en señales eléctricas o digitales,Incorrecto. Producen sonido para alarmas no es la mejor opción para resolver el caso descrito. Revisa las características de producen sonido para alarmas y su aplicación práctica.,Incorrecto. Transmiten datos sin necesidad de energía no es la mejor opción para resolver el caso descrito. Revisa las características de transmiten datos sin necesidad de energía y su aplicación práctica.,Incorrecto. Aumentan la velocidad del sistema automáticamente no es la mejor opción para resolver el caso descrito. Revisa las características de aumentan la velocidad del sistema automáticamente y su aplicación práctica.,"Correcto. Detectan cambios y los convierten en señales eléctricas o digitales es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID5,AR2C2,No aplica
PREG124,¿Para qué sirve un sensor de proximidad?,Medir niveles de sonido,Detectar colores en objetos,Registrar datos de temperatura,Detectar objetos sin necesidad de contacto,Incorrecto. Medir niveles de sonido no es la mejor opción para resolver el caso descrito. Revisa las características de medir niveles de sonido y su aplicación práctica.,Incorrecto. Detectar colores en objetos no es la mejor opción para resolver el caso descrito. Revisa las características de detectar colores en objetos y su aplicación práctica.,Incorrecto. Registrar datos de temperatura no es la mejor opción para resolver el caso descrito. Revisa las características de registrar datos de temperatura y su aplicación práctica.,"Correcto. Detectar objetos sin necesidad de contacto es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID5,AR2C2,No aplica
PREG125,¿Dónde es fundamental un sensor de presión?,En impresoras de papel,En relojes inteligentes,En cámaras digitales,En sistemas hidráulicos y neumáticos,Incorrecto. En impresoras de papel no es la mejor opción para resolver el caso descrito. Revisa las características de en impresoras de papel y su aplicación práctica.,Incorrecto. En relojes inteligentes no es la mejor opción para resolver el caso descrito. Revisa las características de en relojes inteligentes y su aplicación práctica.,Incorrecto. En cámaras digitales no es la mejor opción para resolver el caso descrito. Revisa las características de en cámaras digitales y su aplicación práctica.,"Correcto. En sistemas hidráulicos y neumáticos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID5,AR2C2,No aplica
PREG126,¿Qué miden los sensores ópticos?,Humedad del ambiente,Niveles de batería,Velocidad del viento,Cambios de luz,Incorrecto. Humedad del ambiente no es la mejor opción para resolver el caso descrito. Revisa las características de humedad del ambiente y su aplicación práctica.,Incorrecto. Niveles de batería no es la mejor opción para resolver el caso descrito. Revisa las características de niveles de batería y su aplicación práctica.,Incorrecto. Velocidad del viento no es la mejor opción para resolver el caso descrito. Revisa las características de velocidad del viento y su aplicación práctica.,"Correcto. Cambios de luz es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID5,AR2C2,No aplica
PREG127,¿Qué variable mide un sensor de presión?,Nivel de sonido,Temperatura ambiente,Intensidad de luz,Presión de fluidos o gases,Incorrecto. Nivel de sonido no es la mejor opción para resolver el caso descrito. Revisa las características de nivel de sonido y su aplicación práctica.,Incorrecto. Temperatura ambiente no es la mejor opción para resolver el caso descrito. Revisa las características de temperatura ambiente y su aplicación práctica.,Incorrecto. Intensidad de luz no es la mejor opción para resolver el caso descrito. Revisa las características de intensidad de luz y su aplicación práctica.,"Correcto. Presión de fluidos o gases es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID5,AR2C2,No aplica
PREG128,¿Cuál es la finalidad principal de la manufactura?,Construir redes sociales,Diseñar ropa de lujo,Crear videojuegos educativos,Transformar materiales en productos útiles para los consumidores,Incorrecto. Construir redes sociales no es la mejor opción para resolver el caso descrito. Revisa las características de construir redes sociales y su aplicación práctica.,Incorrecto. Diseñar ropa de lujo no es la mejor opción para resolver el caso descrito. Revisa las características de diseñar ropa de lujo y su aplicación práctica.,Incorrecto. Crear videojuegos educativos no es la mejor opción para resolver el caso descrito. Revisa las características de crear videojuegos educativos y su aplicación práctica.,"Correcto. Transformar materiales en productos útiles para los consumidores es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID6,AR2C2,No aplica
PREG129,¿Qué función tiene la programación CNC en la manufactura actual?,Decorar las máquinas herramienta,Aumentar el tamaño de las piezas,Pintar los productos terminados,Automatizar operaciones y lograr precisión y eficiencia,Incorrecto. Decorar las máquinas herramienta no es la mejor opción para resolver el caso descrito. Revisa las características de decorar las máquinas herramienta y su aplicación práctica.,Incorrecto. Aumentar el tamaño de las piezas no es la mejor opción para resolver el caso descrito. Revisa las características de aumentar el tamaño de las piezas y su aplicación práctica.,Incorrecto. Pintar los productos terminados no es la mejor opción para resolver el caso descrito. Revisa las características de pintar los productos terminados y su aplicación práctica.,"Correcto. Automatizar operaciones y lograr precisión y eficiencia es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID6,AR2C2,No aplica
PREG130,¿Qué hacen los comandos G en programación CNC?,Cambian herramientas automáticamente,Ajustan el volumen del husillo,Encender luces de emergencia,Definen la trayectoria de la herramienta,Incorrecto. Cambian herramientas automáticamente no es la mejor opción para resolver el caso descrito. Revisa las características de cambian herramientas automáticamente y su aplicación práctica.,Incorrecto. Ajustan el volumen del husillo no es la mejor opción para resolver el caso descrito. Revisa las características de ajustan el volumen del husillo y su aplicación práctica.,Incorrecto. Encender luces de emergencia no es la mejor opción para resolver el caso descrito. Revisa las características de encender luces de emergencia y su aplicación práctica.,"Correcto. Definen la trayectoria de la herramienta es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID6,AR2C2,No aplica
PREG131,¿Para qué sirven los comandos M en CNC?,Calibrar sensores ópticos,Establecer la temperatura del husillo,Dibujar planos de diseño,Controlar funciones auxiliares de la máquina,Incorrecto. Calibrar sensores ópticos no es la mejor opción para resolver el caso descrito. Revisa las características de calibrar sensores ópticos y su aplicación práctica.,Incorrecto. Establecer la temperatura del husillo no es la mejor opción para resolver el caso descrito. Revisa las características de establecer la temperatura del husillo y su aplicación práctica.,Incorrecto. Dibujar planos de diseño no es la mejor opción para resolver el caso descrito. Revisa las características de dibujar planos de diseño y su aplicación práctica.,"Correcto. Controlar funciones auxiliares de la máquina es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID6,AR2C2,No aplica
PREG132,¿Cuál es la acción necesaria para garantizar la seguridad antes de intervenir en un sistema mecatrónico?,Ajustar la presión del aire,Cambiar la fuente de energía,Seleccionar herramientas específicas,Activar el freno de seguridad,Incorrecto. Ajustar la presión del aire no es la mejor opción para resolver el caso descrito. Revisa las características de ajustar la presión del aire y su aplicación práctica.,Incorrecto. Cambiar la fuente de energía no es la mejor opción para resolver el caso descrito. Revisa las características de cambiar la fuente de energía y su aplicación práctica.,Incorrecto. Seleccionar herramientas específicas no es la mejor opción para resolver el caso descrito. Revisa las características de seleccionar herramientas específicas y su aplicación práctica.,"Correcto. Activar el freno de seguridad es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID6,AR2C2,No aplica
PREG133,¿Cuál es la palabra clave que se utiliza para iniciar un ciclo While en Python?,loop,repeat,until,while,Incorrecto. loop no es la mejor opción para resolver el caso descrito. Revisa las características de loop y su aplicación práctica.,Incorrecto. repeat no es la mejor opción para resolver el caso descrito. Revisa las características de repeat y su aplicación práctica.,Incorrecto. until no es la mejor opción para resolver el caso descrito. Revisa las características de until y su aplicación práctica.,"Correcto. while es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID7,AR3C2,No aplica
PREG134,¿Qué ocurre si no se actualiza la variable de control dentro del ciclo While?,El código se ejecuta solo una vez,El programa imprime un error de sintaxis,El ciclo se detiene inmediatamente,El ciclo puede volverse infinito,Incorrecto. El código se ejecuta solo una vez no es la mejor opción para resolver el caso descrito. Revisa las características de el código se ejecuta solo una vez y su aplicación práctica.,Incorrecto. El programa imprime un error de sintaxis no es la mejor opción para resolver el caso descrito. Revisa las características de el programa imprime un error de sintaxis y su aplicación práctica.,Incorrecto. El ciclo se detiene inmediatamente no es la mejor opción para resolver el caso descrito. Revisa las características de el ciclo se detiene inmediatamente y su aplicación práctica.,"Correcto. El ciclo puede volverse infinito es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID7,AR3C2,No aplica
PREG135,¿Cuál de los siguientes es un error lógico en un ciclo While?,Usar la palabra while en mayúsculas,Usar corchetes en lugar de paréntesis,Escribir el ciclo con indentación,No actualizar la variable de control,Incorrecto. Usar la palabra while en mayúsculas no es la mejor opción para resolver el caso descrito. Revisa las características de usar la palabra while en mayúsculas y su aplicación práctica.,Incorrecto. Usar corchetes en lugar de paréntesis no es la mejor opción para resolver el caso descrito. Revisa las características de usar corchetes en lugar de paréntesis y su aplicación práctica.,Incorrecto. Escribir el ciclo con indentación no es la mejor opción para resolver el caso descrito. Revisa las características de escribir el ciclo con indentación y su aplicación práctica.,"Correcto. No actualizar la variable de control es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID7,AR3C2,No aplica
PREG136,¿Cuál es la forma correcta de escribir un ciclo While para que no tenga error de sintaxis?,while x < 5 then:,while x < 5 {},while (x < 5),while x < 5:,Incorrecto. while x < 5 then: no es la mejor opción para resolver el caso descrito. Revisa las características de while x < 5 then: y su aplicación práctica.,Incorrecto. while x < 5 {} no es la mejor opción para resolver el caso descrito. Revisa las características de while x < 5 {} y su aplicación práctica.,Incorrecto. while (x < 5) no es la mejor opción para resolver el caso descrito. Revisa las características de while (x < 5) y su aplicación práctica.,"Correcto. while x < 5: es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID7,AR3C2,No aplica
PREG137,¿Qué resultado produce este código? x = 0  while x < 5:  print(x)  x += 1,Imprime solo el número 5,No imprime nada,Imprime del 1 al 5,Imprime del 0 al 4,Incorrecto. Imprime solo el número 5 no es la mejor opción para resolver el caso descrito. Revisa las características de imprime solo el número 5 y su aplicación práctica.,Incorrecto. No imprime nada no es la mejor opción para resolver el caso descrito. Revisa las características de no imprime nada y su aplicación práctica.,Incorrecto. Imprime del 1 al 5 no es la mejor opción para resolver el caso descrito. Revisa las características de imprime del 1 al 5 y su aplicación práctica.,"Correcto. Imprime del 0 al 4 es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID7,AR3C2,No aplica
PREG138,¿Qué característica define correctamente a un algoritmo?,Es un conjunto de pasos infinitos que se pueden modificar constantemente.,Es una representación visual mediante símbolos y flechas.,Es una serie de instrucciones únicamente en lenguaje de programación.,Es una secuencia finita de pasos bien definidos que resuelve un problema.,Incorrecto. Es un conjunto de pasos infinitos que se pueden modificar constantemente. no es la mejor opción para resolver el caso descrito. Revisa las características de es un conjunto de pasos infinitos que se pueden modificar constantemente. y su aplicación práctica.,Incorrecto. Es una representación visual mediante símbolos y flechas. no es la mejor opción para resolver el caso descrito. Revisa las características de es una representación visual mediante símbolos y flechas. y su aplicación práctica.,Incorrecto. Es una serie de instrucciones únicamente en lenguaje de programación. no es la mejor opción para resolver el caso descrito. Revisa las características de es una serie de instrucciones únicamente en lenguaje de programación. y su aplicación práctica.,"Correcto. Es una secuencia finita de pasos bien definidos que resuelve un problema. es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID8,AR3C2,No aplica
PREG139,¿Cuál es la principal función del pseudocódigo?,Traducir directamente a código real,Visualizar mediante símbolos la solución,Conectar varios lenguajes de programación,Planificar la lógica del algoritmo antes de codificarlo,Incorrecto. Traducir directamente a código real no es la mejor opción para resolver el caso descrito. Revisa las características de traducir directamente a código real y su aplicación práctica.,Incorrecto. Visualizar mediante símbolos la solución no es la mejor opción para resolver el caso descrito. Revisa las características de visualizar mediante símbolos la solución y su aplicación práctica.,Incorrecto. Conectar varios lenguajes de programación no es la mejor opción para resolver el caso descrito. Revisa las características de conectar varios lenguajes de programación y su aplicación práctica.,"Correcto. Planificar la lógica del algoritmo antes de codificarlo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID8,AR3C2,No aplica
PREG140,¿Qué herramienta se utiliza para representar gráficamente un algoritmo con símbolos y flechas?,Pseudocódigo,Algoritmo,Diagrama estructural,Diagrama de flujo,Incorrecto. Pseudocódigo no es la mejor opción para resolver el caso descrito. Revisa las características de pseudocódigo y su aplicación práctica.,Incorrecto. Algoritmo no es la mejor opción para resolver el caso descrito. Revisa las características de algoritmo y su aplicación práctica.,Incorrecto. Diagrama estructural no es la mejor opción para resolver el caso descrito. Revisa las características de diagrama estructural y su aplicación práctica.,"Correcto. Diagrama de flujo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID8,AR3C2,No aplica
PREG141,¿Cuál de las siguientes afirmaciones es correcta sobre el uso conjunto de algoritmos y pseudocódigos o diagramas de flujo?,Son herramientas independientes que no se relacionan entre sí.,Todas son formas finales de programación.,El pseudocódigo sustituye completamente al código real.,Se complementan para diseñar y planificar o visualizar soluciones.,Incorrecto. Son herramientas independientes que no se relacionan entre sí. no es la mejor opción para resolver el caso descrito. Revisa las características de son herramientas independientes que no se relacionan entre sí. y su aplicación práctica.,Incorrecto. Todas son formas finales de programación. no es la mejor opción para resolver el caso descrito. Revisa las características de todas son formas finales de programación. y su aplicación práctica.,Incorrecto. El pseudocódigo sustituye completamente al código real. no es la mejor opción para resolver el caso descrito. Revisa las características de el pseudocódigo sustituye completamente al código real. y su aplicación práctica.,"Correcto. Se complementan para diseñar y planificar o visualizar soluciones. es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID8,AR3C2,No aplica
PREG142,¿Cuál es una característica de un buen diagrama de flujo?,Está escrito en un lenguaje de programación,Cambia su orden dependiendo del programador,Usa solo palabras sin símbolos,Es claro y fácil de entender,Incorrecto. Está escrito en un lenguaje de programación no es la mejor opción para resolver el caso descrito. Revisa las características de está escrito en un lenguaje de programación y su aplicación práctica.,Incorrecto. Cambia su orden dependiendo del programador no es la mejor opción para resolver el caso descrito. Revisa las características de cambia su orden dependiendo del programador y su aplicación práctica.,Incorrecto. Usa solo palabras sin símbolos no es la mejor opción para resolver el caso descrito. Revisa las características de usa solo palabras sin símbolos y su aplicación práctica.,"Correcto. Es claro y fácil de entender es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID8,AR3C2,No aplica
PREG143,¿Qué palabra clave inicia un ciclo For en Python?,loop,while,repeat,for,Incorrecto. loop no es la mejor opción para resolver el caso descrito. Revisa las características de loop y su aplicación práctica.,Incorrecto. while no es la mejor opción para resolver el caso descrito. Revisa las características de while y su aplicación práctica.,Incorrecto. repeat no es la mejor opción para resolver el caso descrito. Revisa las características de repeat y su aplicación práctica.,"Correcto. for es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID9,AR3C2,No aplica
PREG144,¿Cuál es la sintaxis correcta de un ciclo For que recorra del 0 al 4?,for i = range(5):,for i in (5):,for i to range(5):,for i in range(5):,Incorrecto. for i = range(5): no es la mejor opción para resolver el caso descrito. Revisa las características de for i = range(5): y su aplicación práctica.,Incorrecto. for i in (5): no es la mejor opción para resolver el caso descrito. Revisa las características de for i in (5): y su aplicación práctica.,Incorrecto. for i to range(5): no es la mejor opción para resolver el caso descrito. Revisa las características de for i to range(5): y su aplicación práctica.,"Correcto. for i in range(5): es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID9,AR3C2,No aplica
PREG145,¿Qué error tiene este código? for i in range(5)  print(i),Le falta una comilla,La variable i no está definida,No está indentado correctamente,Le faltan los dos puntos al final del for,Incorrecto. Le falta una comilla no es la mejor opción para resolver el caso descrito. Revisa las características de le falta una comilla y su aplicación práctica.,Incorrecto. La variable i no está definida no es la mejor opción para resolver el caso descrito. Revisa las características de la variable i no está definida y su aplicación práctica.,Incorrecto. No está indentado correctamente no es la mejor opción para resolver el caso descrito. Revisa las características de no está indentado correctamente y su aplicación práctica.,"Correcto. Le faltan los dos puntos al final del for es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID9,AR3C2,No aplica
PREG146,¿Por qué no se recomienda escribir i += 1 dentro de un ciclo For?,Porque genera un error de sintaxis,Porque detiene el ciclo,Porque i no puede modificarse,Porque altera el valor que Python ya está controlando automáticamente,Incorrecto. Porque genera un error de sintaxis no es la mejor opción para resolver el caso descrito. Revisa las características de porque genera un error de sintaxis y su aplicación práctica.,Incorrecto. Porque detiene el ciclo no es la mejor opción para resolver el caso descrito. Revisa las características de porque detiene el ciclo y su aplicación práctica.,Incorrecto. Porque i no puede modificarse no es la mejor opción para resolver el caso descrito. Revisa las características de porque i no puede modificarse y su aplicación práctica.,"Correcto. Porque altera el valor que Python ya está controlando automáticamente es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID9,AR3C2,No aplica
PREG147,¿Qué imprime el siguiente código? for i in range(5):  print(i),Solo imprime el número 5,No imprime nada,Imprime del 1 al 5,Imprime del 0 al 4,Incorrecto. Solo imprime el número 5 no es la mejor opción para resolver el caso descrito. Revisa las características de solo imprime el número 5 y su aplicación práctica.,Incorrecto. No imprime nada no es la mejor opción para resolver el caso descrito. Revisa las características de no imprime nada y su aplicación práctica.,Incorrecto. Imprime del 1 al 5 no es la mejor opción para resolver el caso descrito. Revisa las características de imprime del 1 al 5 y su aplicación práctica.,"Correcto. Imprime del 0 al 4 es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID9,AR3C2,No aplica
PREG148,¿Qué palabra clave se utiliza para comenzar una condicional en Python?,when,check,condition,if,Incorrecto. when no es la mejor opción para resolver el caso descrito. Revisa las características de when y su aplicación práctica.,Incorrecto. check no es la mejor opción para resolver el caso descrito. Revisa las características de check y su aplicación práctica.,Incorrecto. condition no es la mejor opción para resolver el caso descrito. Revisa las características de condition y su aplicación práctica.,"Correcto. if es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo,VID10,AR3C2,No aplica
